img_path;color_hsv;bl;wh
img/image6561.png;40.0;0.012096774193548387;248
img/image10104.png;28.085106382978722;0.2052401746724891;229
img/image9652.png;215.55555555555554;0.2755102040816326;98
img/image3419.png;289.99999999999994;0.03260869565217391;184
img/image5068.png;172.5;0.19047619047619047;42
img/image2707.png;20.0;0.10344827586206896;29
img/image2061.png;25.71428571428572;0.4375;64
img/image7119.png;180.0;0.012711864406779662;236
img/image6207.png;38.18181818181818;0.13414634146341464;164
img/image10662.png;351.42857142857144;0.1891891891891892;37
img/image1568.png;70.37383177570094;0.8594377510040161;249
img/image6213.png;355.88235294117646;0.6257668711656442;163
img/image2075.png;40.0;0.02727272727272727;110
img/image875.png;184.13793103448276;0.3717948717948718;78
img/image4404.png;60.0;0.008;250
img/image4362.png;30.0;0.00796812749003984;251
img/image2713.png;60.0;0.008264462809917356;242
img/image6575.png;45.0;0.017391304347826087;230
img/image9646.png;236.84210526315792;0.4222222222222222;45
img/image1232.png;267.6923076923077;0.08280254777070063;157
img/image10138.png;240.0;0.034482758620689655;29
img/image8570.png;18.000000000000004;0.04081632653061224;245
img/image7125.png;6.315789473684211;0.10270270270270271;185
img/image5732.png;36.0;0.020242914979757085;247
img/image685.png;285.0;0.10256410256410256;39
img/image849.png;212.7272727272727;0.1301775147928994;169
img/image4438.png;80.0;0.2694610778443114;167
img/image691.png;15.0;0.1111111111111111;36
img/image8202.png;220.00000000000003;0.011904761904761904;252
img/image7131.png;330.0;0.12121212121212122;33
img/image1226.png;150.46153846153845;0.5508474576271186;118
img/image6549.png;270.0;0.07142857142857142;28
img/image7657.png;5.999999999999998;0.2777777777777778;108
img/image3431.png;151.42857142857142;0.75;84
img/image5040.png;354.28571428571433;0.8076923076923077;156
img/image9849.png;240.0;0.004081632653061225;245
img/image7864.png;332.59842519685037;0.7559523809523809;168
img/image9691.png;60.0;0.004032258064516129;248
img/image5915.png;60.0;0.004;250
img/image7870.png;227.2340425531915;0.2655367231638418;177
img/image9685.png;240.0;0.004032258064516129;248
img/image2908.png;11.999999999999996;0.14705882352941177;34
img/image108.png;24.705882352941174;0.12056737588652482;141
img/image7858.png;30.0;0.03260869565217391;184
img/image120.png;18.75;0.14545454545454545;220
img/image2920.png;0.0;0.2;45
img/image646.png;358.8235294117647;0.3167701863354037;161
img/image5929.png;0.0;0.004032258064516129;248
img/image1597.png;30.0;0.008;250
img/image10689.png;20.0;0.13333333333333333;45
img/image652.png;30.0;0.02459016393442623;244
img/image3394.png;34.468085106382986;0.2422680412371134;194
img/image134.png;60.0;0.004081632653061225;245
img/image2934.png;218.57142857142858;0.22580645161290322;124
img/image7694.png;348.88888888888886;0.13170731707317074;205
img/image9336.png;240.0;0.140625;64
img/image10460.png;60.0;0.008;250
img/image6005.png;36.0;0.020242914979757085;247
img/image4612.png;40.0;0.012048192771084338;249
img/image2263.png;220.00000000000003;0.09375;32
img/image2505.png;197.99999999999997;0.05434782608695652;184
img/image4174.png;62.72727272727272;0.3142857142857143;70
img/image9450.png;30.0;0.05555555555555555;36
img/image10306.png;352.4271844660194;0.6821192052980133;151
img/image6763.png;334.2857142857143;0.11475409836065574;61
img/image8996.png;204.48979591836732;0.2538860103626943;193
img/image7469.png;346.42857142857144;0.46153846153846156;182
img/image9444.png;36.0;0.02066115702479339;242
img/image10312.png;251.25;0.07766990291262135;206
img/image1018.png;234.54545454545453;0.15942028985507245;69
img/image3169.png;17.142857142857142;0.14;50
img/image4606.png;31.578947368421055;0.09178743961352658;207
img/image5518.png;11.0;0.35502958579881655;169
img/image2277.png;0.0;0.015810276679841896;253
img/image9322.png;51.0;0.1111111111111111;180
img/image6011.png;204.74226804123714;0.6466666666666666;150
img/image10474.png;237.85714285714286;0.17391304347826086;161
img/image3141.png;21.509433962264154;0.381294964028777;139
img/image487.png;26.53846153846154;0.3586206896551724;145
img/image5530.png;280.0;0.06818181818181818;132
img/image1756.png;17.837837837837835;0.29365079365079366;126
img/image7327.png;30.0;0.23157894736842105;95
img/image8014.png;0.0;0.004;250
img/image6987.png;7.5;0.1509433962264151;53
img/image7441.png;60.0;0.05102040816326531;98
img/image2539.png;0.0;0.03571428571428571;28
img/image4148.png;9.230769230769232;0.12935323383084577;201
img/image5242.png;222.3529411764706;0.10303030303030303;165
img/image3633.png;210.0;0.008620689655172414;232
img/image6993.png;30.0;0.05;80
img/image7455.png;60.0;0.016129032258064516;248
img/image8766.png;29.302325581395348;0.23243243243243245;185
img/image9478.png;195.0;0.016260162601626018;246
img/image1024.png;0.0;0.06060606060606061;33
img/image10448.png;84.32432432432431;0.167420814479638;221
img/image7333.png;0.0;0.23255813953488372;43
img/image8000.png;20.0;0.3;30
img/image3155.png;27.272727272727273;0.22;50
img/image493.png;215.2941176470588;0.09659090909090909;176
img/image5524.png;96.92307692307692;0.19117647058823528;68
img/image478.png;210.0;0.008064516129032258;248
img/image9493.png;33.333333333333336;0.036290322580645164;248
img/image8955.png;34.285714285714285;0.028925619834710745;242
img/image6978.png;289.99999999999994;0.024291497975708502;247
img/image3800.png;25.263157894736842;0.41081081081081083;185
img/image3814.png;320.0;0.0125;240
img/image9487.png;222.85714285714286;0.04242424242424243;165
img/image8941.png;222.85714285714286;0.30434782608695654;46
img/image1965.png;203.22580645161287;0.2246376811594203;138
img/image1795.png;34.090909090909086;0.23036649214659685;191
img/image4835.png;13.953488372093021;0.2037914691943128;211
img/image3182.png;18.000000000000004;0.11904761904761904;84
img/image444.png;300.0;0.16666666666666666;6
img/image5295.png;0.0;0.5;4
img/image6944.png;38.18181818181818;0.15384615384615385;143
img/image6950.png;60.0;0.018867924528301886;53
img/image336.png;217.5;0.1111111111111111;72
img/image3828.png;211.5;0.23809523809523808;168
img/image5281.png;40.0;0.08071748878923767;223
img/image2288.png;60.0;0.016129032258064516;248
img/image4821.png;327.6923076923077;0.08441558441558442;154
img/image450.png;200.76923076923075;0.12560386473429952;207
img/image1959.png;206.25;0.10596026490066225;151
img/image1781.png;47.142857142857146;0.375;224
img/image6171.png;29.302325581395348;0.5972222222222222;72
img/image10514.png;192.0;0.6521739130434783;46
img/image2317.png;320.0;0.09090909090909091;33
img/image5478.png;200.625;0.1702127659574468;188
img/image4766.png;18.94736842105263;0.475;80
img/image2471.png;240.0;0.0625;48
img/image1178.png;343.5;0.24096385542168675;166
img/image9524.png;255.0;0.11764705882352941;68
img/image6617.png;63.75;0.09467455621301775;169
img/image9530.png;334.2857142857143;0.06635071090047394;211
img/image6603.png;0.0;0.0040650406504065045;246
img/image4014.png;205.2631578947368;0.12337662337662338;154
img/image4772.png;14.21052631578947;0.1890547263681592;201
img/image8148.png;0.0;0.3333333333333333;6
img/image10500.png;352.5;0.24242424242424243;33
img/image5444.png;270.0;0.13333333333333333;30
img/image3035.png;20.0;0.1437125748502994;167
img/image8160.png;30.0;0.109375;128
img/image10528.png;0.0;0.0;248
img/image1622.png;154.03846153846155;0.9541284403669725;109
img/image1144.png;41.99999999999999;0.08097165991902834;247
img/image9518.png;30.0;0.00796812749003984;251
img/image7535.png;40.0;0.012552301255230125;239
img/image88.png;30.81081081081081;0.20555555555555555;180
img/image3753.png;236.47058823529412;0.10897435897435898;156
img/image5322.png;300.0;0.004048582995951417;247
img/image3747.png;20.0;0.20496894409937888;161
img/image281.png;5.4054054054054035;0.676829268292683;164
img/image4028.png;7.5;0.24778761061946902;226
img/image2459.png;76.0;0.7377049180327869;122
img/image7521.png;11.142857142857142;0.34146341463414637;205
img/image7247.png;31.475409836065573;0.324468085106383;188
img/image6159.png;30.0;0.008;250
img/image3960.png;13.333333333333332;0.16363636363636364;220
img/image9295.png;36.0;0.020242914979757085;247
img/image518.png;195.0;0.0163265306122449;245
img/image7290.png;45.762711864406775;0.2796208530805687;211
img/image4799.png;123.75;0.06722689075630252;238
img/image4941.png;17.142857142857142;0.391304347826087;161
img/image5487.png;349.2307692307692;0.5735294117647058;68
img/image3948.png;50.76923076923077;0.08074534161490683;161
img/image3790.png;356.3636363636364;0.48058252427184467;206
img/image6830.png;26.000000000000004;0.2127659574468085;141
img/image1187.png;60.0;0.008097165991902834;247
img/image6824.png;46.666666666666664;0.049723756906077346;181
img/image242.png;350.6896551724138;0.3918918918918919;148
img/image524.png;29.18918918918919;0.22289156626506024;166
img/image4955.png;34.883720930232556;0.19282511210762332;223
img/image5493.png;37.5;0.046242774566473986;173
img/image7284.png;24.0;0.0872093023255814;172
img/image8438.png;34.285714285714285;0.19090909090909092;110
img/image10070.png;232.5;0.09523809523809523;84
img/image9726.png;343.5164835164835;0.3699186991869919;246
img/image2673.png;359.1044776119403;0.3116279069767442;215
img/image4202.png;270.0;0.016194331983805668;247
img/image4564.png;210.0;0.05;40
img/image2115.png;36.0;0.020833333333333332;240
img/image915.png;30.0;0.00796812749003984;251
img/image10716.png;2.8571428571428603;0.38181818181818183;55
img/image6373.png;45.0;0.016;250
img/image1408.png;30.0;0.21518987341772153;158
img/image10702.png;24.166666666666668;0.4114285714285714;175
img/image9054.png;45.0;0.016129032258064516;248
img/image7079.png;41.62162162162162;0.47844827586206895;232
img/image901.png;343.8709677419355;0.43661971830985913;213
img/image2667.png;357.3529411764706;0.7640449438202247;178
img/image5108.png;60.0;0.00796812749003984;251
img/image3579.png;40.0;0.011904761904761904;252
img/image6401.png;50.0;0.15789473684210525;38
img/image10064.png;0.0;0.004;250
img/image5120.png;60.0;0.0040650406504065045;246
img/image3551.png;26.341463414634145;0.29285714285714287;140
img/image7737.png;246.66666666666663;0.039301310043668124;229
img/image6429.png;320.0;0.09090909090909091;33
img/image1346.png;347.36842105263156;0.38;50
img/image1420.png;347.05882352941177;0.6;170
img/image8362.png;205.71428571428575;0.1308411214953271;214
img/image7051.png;0.0;0.039735099337748346;151
img/image3237.png;6.923076923076925;0.14207650273224043;183
img/image4558.png;216.0;0.15151515151515152;33
img/image2129.png;41.37931034482759;0.14427860696517414;201
img/image3223.png;36.0;0.020161290322580645;248
img/image5652.png;300.0;0.015873015873015872;126
img/image1434.png;212.0;0.08379888268156424;179
img/image9068.png;60.0;0.07142857142857142;28
img/image7045.png;40.0;0.012048192771084338;249
img/image8410.png;32.0;0.06437768240343347;233
img/image7723.png;11.999999999999996;0.022727272727272728;220
img/image5134.png;348.0;0.02;250
img/image2883.png;341.77215189873414;0.45664739884393063;173
img/image5861.png;69.23076923076923;0.3023255813953488;43
img/image8389.png;8.695652173913043;0.34673366834170855;199
img/image7904.png;30.0;0.032520325203252036;246
img/image9929.png;27.599999999999998;0.28735632183908044;174
img/image1385.png;60.0;0.008097165991902834;247
img/image3592.png;0.0;0.04081632653061224;49
img/image732.png;198.66666666666666;0.3543307086614173;127
img/image7086.png;24.0;0.058823529411764705;85
img/image6398.png;350.0;0.0967741935483871;186
img/image5691.png;213.33333333333331;0.09782608695652174;184
img/image726.png;75.0;0.018867924528301886;212
img/image2840.png;27.35294117647059;0.35602094240837695;191
img/image2698.png;31.764705882352942;0.4473684210526316;38
img/image1391.png;76.05633802816902;0.41040462427745666;173
img/image9915.png;29.090909090909093;0.29464285714285715;224
img/image727.png;222.29508196721312;0.5398230088495575;113
img/image6399.png;356.61290322580646;0.6850828729281768;181
img/image7087.png;60.0;0.011627906976744186;86
img/image7939.png;40.0;0.060810810810810814;148
img/image1390.png;358.2857142857143;0.5147058823529411;68
img/image2841.png;240.0;0.03550295857988166;169
img/image3593.png;24.827586206896555;0.26976744186046514;215
img/image2855.png;24.0;0.020242914979757085;247
img/image1384.png;34.883720930232556;0.23626373626373626;182
img/image9096.png;180.0;0.08;25
img/image5874.png;30.0;0.008130081300813009;246
img/image9928.png;26.53846153846154;0.5909090909090909;176
img/image2869.png;352.3076923076923;0.8524590163934426;183
img/image5860.png;223.125;0.2689075630252101;119
img/image9082.png;2.647058823529409;0.4594594594594595;148
img/image7044.png;340.0;0.012096774193548387;248
img/image8377.png;15.621301775147929;0.7511111111111111;225
img/image9069.png;0.0;0.06666666666666667;30
img/image1435.png;14.72727272727273;0.6470588235294118;170
img/image5653.png;212.30769230769232;0.061611374407582936;211
img/image3222.png;57.0;0.19230769230769232;104
img/image3544.png;288.75;0.16326530612244897;196
img/image2882.png;22.75862068965517;0.27358490566037735;212
img/image5135.png;357.0731707317073;0.17446808510638298;235
img/image1353.png;60.0;0.06896551724137931;29
img/image7722.png;60.0;0.004032258064516129;248
img/image1347.png;20.0;0.54;200
img/image7736.png;352.5;0.035398230088495575;226
img/image8405.png;210.0;0.28125;64
img/image3550.png;150.0;0.010471204188481676;191
img/image2896.png;16.363636363636363;0.04564315352697095;241
img/image5121.png;0.0;0.004016064257028112;249
img/image2128.png;206.08695652173913;0.14935064935064934;154
img/image3236.png;27.500000000000004;0.1348314606741573;178
img/image7050.png;30.0;0.02459016393442623;244
img/image8363.png;37.5;0.032520325203252036;246
img/image1421.png;211.76470588235296;0.2833333333333333;60
img/image900.png;9.375;0.4507042253521127;71
img/image2100.png;220.00000000000003;0.12;25
img/image4571.png;36.0;0.02;250
img/image9055.png;355.0;0.32432432432432434;222
img/image6366.png;209.6551724137931;0.5240963855421686;166
img/image10703.png;15.555555555555557;0.12;225
img/image9733.png;17.419354838709676;0.36470588235294116;85
img/image6400.png;60.0;0.004016064257028112;249
img/image10065.png;40.0;0.024193548387096774;248
img/image3578.png;20.0;0.04918032786885246;244
img/image4217.png;30.0;0.01639344262295082;244
img/image2666.png;0.0;0.004;250
img/image2672.png;204.54545454545456;0.5472636815920398;201
img/image9727.png;240.0;0.004149377593360996;241
img/image10071.png;2.941176470588238;0.42677824267782427;239
img/image6414.png;300.0;0.13793103448275862;58
img/image8439.png;255.0;0.09090909090909091;44
img/image9041.png;42.85714285714286;0.029661016949152543;236
img/image10717.png;24.406779661016948;0.5267857142857143;112
img/image6372.png;0.0;0.012048192771084338;249
img/image914.png;36.0;0.020242914979757085;247
img/image243.png;0.0;0.00411522633744856;243
img/image10298.png;0.0;0.004081632653061225;245
img/image8808.png;37.142857142857146;0.10344827586206896;203
img/image1192.png;12.452830188679243;0.5196078431372549;102
img/image6825.png;9.473684210526319;0.13768115942028986;138
img/image7285.png;20.0;0.4186046511627907;43
img/image5492.png;30.0;0.00796812749003984;251
img/image525.png;11.999999999999996;0.020242914979757085;247
img/image531.png;29.032258064516128;0.17613636363636365;176
img/image4798.png;30.0;0.008032128514056224;249
img/image1838.png;232.5;0.20512820512820512;39
img/image7291.png;60.0;0.004081632653061225;245
img/image6831.png;20.0;0.024291497975708502;247
img/image257.png;240.0;0.020833333333333332;144
img/image3791.png;339.6;0.2183406113537118;229
img/image3949.png;256.66666666666663;0.08866995073891626;203
img/image6819.png;37.5;0.046511627906976744;172
